ID,NameSubtext_lang,Description_lang,AuraDescription_lang
442241,,,
442299,,,
442543,,,
442620,,"Strikes enemies in a cone in front of the caster, knocking them back.",
442622,,Inflicts $s2 Nature damage and an additional $s1 damage every $t1 sec. to enemies in a cone in front of the caster. Lasts $d.,$s1 Nature damage every $t1 seconds.
442623,,"Strikes enemies in a cone in front of the caster, knocking them back.",
442625,,"Strikes enemies in a cone in front of the caster, knocking them back.",
442813,,Skill with Swords and Two-Handed Swords increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.,
442876,,Skill with Axes and Two-Handed Axes increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.,
442881,,Skill with Maces and Two-Handed Maces increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.,
442887,,Skill with Daggers increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.,
442890,,Skill with Fist Weapons (Unarmed) increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.,
442891,,"Skill with Bows, Guns, Crossbows, and Thrown weapons increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.",
442892,,Skill with Staves and Polearms increased by $s1. This effect is not cumulative with racial bonuses or other ring runes.,
442893,,Chance to hit with Arcane spells increased by $s1%. Not cumulative with other ring runes.,
442894,,Chance to hit with Fire spells increased by $s1%. Not cumulative with other ring runes.,
442895,,Chance to hit with Frost spells increased by $s1%. Not cumulative with other ring runes.,
442896,,Chance to hit with Nature spells increased by $s1%. Not cumulative with other ring runes.,
442897,,Chance to hit with Shadow spells increased by $s1%. Not cumulative with other ring runes.,
442898,,Chance to hit with Holy spells increased by $s1%. Not cumulative with other ring runes.,
442901,,"Chance to hit with melee attacks increased by $s2% and chance for enemies to dodge your melee attacks reduced by $s1% while in Bear Form, Cat Form, or Dire Bear Form. Not cumulative with other ring runes.",
442945,,,
442946,,,
442947,,,
442948,,"A targeted party member is protected from all physical attacks for $d, but during that time they cannot attack or use physical abilities.  Players may only have one Blessing on them per Paladin at any one time.  Once protected, the target cannot be made invulnerable by Divine Shield, Divine Protection or Blessing of Protection again for $25771d.",Immune to physical attacks.  Cannot attack or use physical abilities.
443014,,,
443022,,,
443065,,,
443233,,,
443237,,,
443265,,Roots target Demon or Beast in place and causes $o2 Fire damage over $d.  Damage caused may interrupt the effect. Lassoed core hounds can be tamed. ,Rooted. Causes $s2 Fire damage every $t2 seconds.
443278,,"Chance to embed a seed into enemy humanoids, beasts, or dragonkin hit by your abilities or spells. If the creature is slain within 30 seconds of the seed being embedded, a Healing Blossom will grow from its corpse.
","Chance to embed a seed into enemy humanoids, beasts, or dragonkin hit by your abilities or spells."
443290,,,
443291,,,
443302,,,All damage taken reduced by $s1%.
443320,,,Physical damage done increased by $s1% and all threat generated reduced by $s2%.
443358,,"Attack up to $i enemies within $a1 yards, causing weapon damage to each enemy, and reset the cooldown of your Whirlwind ability.",
443359,Passive,,
443369,,,Chronomantic energy ready to be unleashed. Instantly healing a friendly target for ${$<healpower>*$436517m1/100} to ${$<healpower>*$436517M1/100}.
443395,,,
443464,,,Heals $s1 every $t1 seconds.
443469,,,
443518,,,
443540,,,
443630,,Removes all movement impairing effects and all effects which cause loss of control of your character.,
443631,,Grows a Healing Blossom with from the corpse of a humanoid or beast for $d that heals group members within $443464a1 yards for $443464s1 every $443464t1 seconds.,
443632,,"Increases your effective stealth level by 3. Increases the range of Disarm Trap and Pickpocket by $s2 yards, and the range of Distract by $s3 yards.",
443634,,,
443635,Rank 4,"Conjures $s1 $lbottle:bottles; of spring water, providing the mage and $ghis:her; allies with something to drink.

Conjured items disappear if logged out for more than 15 minutes.",
443678,,,Will grow a Healing Blossom from corpse when killed.
443758,,,
443766,,"Strikes enemies in a cone in front of the caster, knocking them back.",
443774,,,
443790,,,
443793,,"Strikes enemies in a cone in front of the caster, knocking them back.",
443813,,,Irradiated. Suffering damage over time and movement is slowed.
443827,,"Strikes enemies in a cone in front of the caster, knocking them back.",
443828,,,
443829,,,
443830,,"Strikes enemies in a cone in front of the caster, knocking them back.",
443848,,,
443856,,,$s1 Fire damage every $t1 seconds.
443892,,,
443895,,,
443910,,,
443916,,,
443917,,"Blood fills the caster, granting $s1% of maximum mana every $t1 sec.",Restoring $s1% of maximum mana every $t1 sec.
443923,,,
443930,,,
443940,,"Launches blood at a target, inflicting Shadow damage to players within.",
443944,,,
443945,,,
443953,,$@spelldesc443940,$s1 Shadow damage inflicted every $t1 sec.
443964,,Hurls Spirit Chains at an enemy.,Targeted for Spirit Chains!
443975,,"$s1 Shadow damage inflicted every $t1 sec for $d.
Attack, cast, and movement speed reduced by $s2% while this is in effect.","$s1 Shadow damage inflicted every $t1 sec.
Attack, cast, and movement speed reduced by $s2%."
443976,,,
443990,,"Releases a fearsome howl, inflicting $s1 Shadow damage to all enemies and sending them fleeing in fear for $d.",Fleeing in fear!
443999,,,
444039,,"Drives the target insane, turning them hostile to their allies and increasing their maximum health by $s1%.","Hostile to everyone!
Maximum health increased by $s1%."
444046,,"Forces nearby enemies to speak in Demonic, reducing their casting speed by $s1% for $d. ",Casting speed reduced by $s1%.
444050,,"Blasts players with blood, inflicting $s1 Shadow damage.",
444132,,,
444139,,,
444165,,"Drains the flesh and blood out of a target, turning them into a skeleton for $d. While under this effect, the target receives $s1% less healing and gains $2% increased movement speed.","All healing received reduced by $s1%.
Movement speed increased by $s2%.

Your flesh and blood has been drained!"
444253,,"Spits corrupted blood, inflicting $444261s1 Shadow damage every $444255t1 sec. This has a chance to spread to nearby players.","$444261s1 Shadow damage inflicted every $444255t1 sec.
Has a chance to spread to nearby players."
444255,,$@spelldesc444253,$@spellaura444253
444261,,$@spelldesc444253,$@spellaura444253
444273,,"Spits corrupted blood, inflicting $444284s1 Shadow damage every $t1 sec. This has a chance to spread to nearby players.","$444284s1 Shadow damage inflicted every $t1 sec.
Has a chance to spread to nearby players."
444280,,$@spelldesc444253,$@spellaura444253
444284,,$@spelldesc444273,$@spellaura444273
444285,,"Spits corrupted blood, inflicting $444284s1 Shadow damage every $t1 sec. This has a chance to spread to nearby players.
","$444284s1 Shadow damage inflicted every $t1 sec.
Has a chance to spread to nearby players."
444286,,$@spelldesc444273,$@spellaura444273
444290,,$@spelldesc444273,$@spellaura444273
444291,,$@spelldesc444273,$@spellaura444273
444313,,,
444368,,,
444430,,,
444509,,,"The elements whisper to you, eager to aid you in combat."
444515,,,
444519,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444522,,"Threatens an enemy, causing them to panic.",Fleeing for your life.
444524,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444527,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444528,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444530,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444531,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444532,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444533,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444534,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444535,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444537,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444539,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444540,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444541,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444542,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444543,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444544,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444545,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444549,,,
444550,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444551,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444552,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444553,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444554,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444555,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444556,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444557,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444558,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444559,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444561,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444563,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444565,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444566,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444567,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444568,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444569,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444570,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444571,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444573,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444574,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444575,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444576,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444577,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444578,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444579,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444580,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444581,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444582,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444583,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444584,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444585,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444586,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444587,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444588,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444589,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444590,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444591,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444592,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444593,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444594,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444595,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444596,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444597,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444598,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444599,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444600,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444601,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444602,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444603,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444604,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444605,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444606,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444607,,"Deputize a party member, sharing this quest with them so they can complete it with you.",
444651,,,
444652,,,
444678,Rank 1,"Breathes molten lava at $x1 nearby enemies, instantly dealing $s1 Fire damage and reducing the target's casting speed by $s2% for $d.",Casting speed reduced by $s2%.
444680,Rank 1,"Breathes molten lava at the target, instantly dealing $444678s1 Fire damage and reducing the target's casting speed by $444678s2% for $444678d.",
444681,Rank 2,"Breathes molten lava at $x1 nearby enemies, instantly dealing $s1 Fire damage and reducing the target's casting speed by $s2% for $d.",Casting speed reduced by $s2%.
444682,Rank 2,"Breathes molten lava at the target, instantly dealing $444681s1 Fire damage and reducing the target's casting speed by $$444681s2% for $444681d.",
444747,,,
444758,,,
444759,,,
444760,,,
444761,,,
444762,,,
444768,,,
444781,,,
444783,,,
444812,,,
444816,,,
444831,,,
444844,,,
444890,,,
444891,,,
444892,,You are siezed by darkness!,You are incapacitated by a deathly chill! Unable to move or perform actions.
444893,,,
444894,,A blast of Holy Power.,
444895,,"Smites an enemy, inflicting Holy damage.",
444896,,,
444904,,,
444906,,,
444935,,Teleports you to another area engulfed in nightmare.,
444938,,Submerge yourself in nightmare. ,Submerged in nightmare.
444960,,,
444961,,,
444962,,,
444963,,,
444964,,,
444973,,,
444975,,,
444987,,,
444991,,,
444996,,,
445000,,,
445080,,Turns targets hostile to everyone. Killing another player causes the player to gain $445081s1% movement speed for $445081d.,Hostile to everyone!
445081,,"You killed another player! 
Movement speed increased by $s1% for $d.
","You killed another player! 
Movement speed increased by $s1%."
445158,,,"Trapped in the Emerald Nightmare, taking $s6 damage every $t6 seconds."
445168,,,
445171,,,
445181,,Allows the shaman to see elemental spirits.,Detect elemental spirits.
445185,,,
445187,,,
445188,,,
445189,,,
445190,,,
445198,,,
445201,,,
445202,,,
445220,,,
445222,,,
445230,,,
445235,,"Strikes enemies in a cone in front of the caster, knocking them back.",
445279,,,
445280,,,
445282,,Disarm the enemy's weapon for $d.,Disarmed!
445283,,,
445284,,,Attack speed and movement speed increased by $s1%.
445285,,,
445286,,,
445287,,,
445288,,,
445289,,,
445411,,,
445442,,,
445459,,"Summon your Explorer Imp. Though it cannot fight, it can travel through portals to explore other worlds and bring back treasures.",
445461,,,
445462,,,
445463,,,
445498,,"Releases a shaking roar, sending all enemies within $A1 yards fleeing in fear for $d.",Fleeing in fear!
445501,,"Smites an enemy, inflicting Holy damage.",
445514,,,
445517,,"Spits acid at a target, inflicting Nature damage.",
445522,,,Your Explorer Imp is occupied.
445527,,,
445530,,,
445532,,,
445544,,,
445545,,,
445548,,,
445551,,,
445552,,,
445555,,,"You're on fire! Forced to run, and taking $s3 fire damage every $t3  seconds."
445558,,Throw out a hooked chain to restrain the target and pull them toward you.,
445567,,,
445571,,$@spelldesc445575,
445573,,,
445575,,"Acid rain falls from above, inflicting $s1 Nature damage to players struck.",
445578,,,
445703,,,
445716,,,
445748,,Combine the Fragment of Air with Elemental Essences. May help with finding the corrupted shrine.,
445770,,,
445799,,,
445800,,,
445801,,,Resilient shell.
445816,,,
445821,,,
445853,,,
445867,,,"Haunted  by emerald illusions until you face your fear, allowing it to pass through you."
445868,,,"Awake, but at what cost?"
445870,Summon,,Between fleeting dreams.
445871,,,"Enchanted with lightness of the dreamers.
Dexterity of allies increased."
445875,,,"Harrowed by glimpses of the nightmare.
Suffering harmful effects."
445911,,,
445912,,,
445913,,,
445914,,,
445922,,,
445923,,,
445926,,,
445927,,,
445928,,,
445929,,,
445931,,,
445934,,,
445937,,,
445940,,,Stunned.
445985,,,
446034,,,
446069,,,You've made a friend!
446070,,,You've made a friend!
446074,,"Close a targeted Fel portal, learning a new ability in the process.",
446087,,,
446088,,Restores $s1 mana per $t1 seconds. Removed in battlegrounds or dungeons.,Restores $s1 mana per $t1 seconds. Removed in battlegrounds or dungeons.
446089,,,
446090,,,
446091,,,You mind is filled with unspeakable horror. Damage taken dramatically increased and your movement speed is slowed.
446092,,Provides protection against certain types of psychic attacks. ,
446093,,,You are now inside the emerald nightmare
446094,,,
446095,,,Filled with inspiration.
446096,,,
446097,,The crystal resonates in response to the Nightmare.,Gazing deeper into the Nightmare.
446098,,Perform an ancient Atal'ai hex upon yourself.,Would you still love me...?
446100,,Become Inanimate!,"If I don't move, maybe they won't see me?"
446101,,"A sacrificial dagger, engraved with a chant for an ancient Atal'ai blood ceremony.",
446102,,,
446103,,Sacrifices have been made.,The Blood Loa has accepted your sacrifice $m2 times.
446104,,Focus your spirit into Atal'alarion's favorite boulder. Enchanted with the last echoes of his soul.,A Large Troll the size of a Small Troll.
446105,,Right Click to summon and dismiss your Wind Serpent.,
446106,,Fire the Gun Axe at your target. Dealing $s1 Fire damage and an additional $o2 damage over $d.,$s2 Fire damage every $t2 sec.
446120,,,
446121,,,
446122,,,
446124,,,
446125,,,
446132,,Add $q2 Undermine Clam Chowder to complete the shipment.,
446133,,Add $q2 Nightfin Soup to complete the shipment.,
446134,,Add $q2 Heavy Mageweave Bandages to complete the shipment.,
446135,,Add $q2 Tender Wolf Steaks to complete the shipment.,
446138,,,
446140,,Add $q2 Sungrass to complete the shipment.,
446141,,Add $q2 Dreamfoil to complete the shipment.,
446142,,Add $q2 Truesilver Bars to complete the shipment.,
446144,,,
446147,,Add $q2 Thorium Bars to complete the shipment.,
446150,,,
446153,,Add $q2 Rugged Leather to complete the shipment.,
446156,,Add $q2 Thick Hide to complete the shipment.,
446158,,Add $q2 Enchanted Thorium Bars to complete the shipment.,
446159,,Add $q2 Superior Mana Potions to complete the shipment.,
446160,,,
446162,,Add $q2 Major Healing Potions to complete the shipment.,
446163,,Add $q2 Hi-Explosive Bombs to complete the shipment.,
446164,,Add $q2 Thorium Grenades to complete the shipment.,
446165,,Add $q2 Thorium Rifles to complete the shipment.,
446166,,Add $q2 Mithril Coifs to complete the shipment.,
446167,,Add $q2 Thorium Belts to complete the shipment.,
446168,,Add $q2 Truesilver Gauntlets to complete the shipment.,
446169,,Increases the critical hit chance of Wrath and Starfire by $s1%.,
446170,,-$/1000;S1 seconds on the casting time of your Chain Heal spell.,
446171,,Add $q2 Rugged Armor Kits to complete the shipment.,
446172,,Add $q2 Wicked Leather Bracers to complete the shipment.,
446173,,Add $q2 Runic Leather Bracers to complete the shipment.,
446174,,Add $q2 Black Mageweave Headbands to complete the shipment.,
446176,,Add $q2 Runecloth Belts to complete the shipment.,
446177,,Add $q2 Tuxedo Shirts to complete the shipment.,
446179,,,
446183,,,
446185,,,
446186,,,
446188,,,
446189,,,
446190,,,
446191,,,
446192,,,
446193,,,
446194,,,
446195,,,
446212,,Increases the damage of Swipe and Shred by $s1%.,
446213,,Increases the block chance of your Holy Shield spell by $s1%.,
446214,,,
446215,,,
446217,,,
446219,,"Increases attack power, spell damage, and healing by $s1.
","Attack power, spell damage, and healing increased by up to $s1."
446220,,"Flame Shock grants $446219s1 attack power, spell damage, and healing for $446219d1.",
446226,,,
446228,,Increases ranged and melee attack power by $s1.  The benefits of this flask only apply in areas under the influence of the nightmare.,Melee and ranged attack power increased by $s1.
446229,,,
446231,,Infuses the caster with a blessing from the Primal Gods. Ranged and melee attack power increased by $s1 for $d.,"Melee attack power increased by $s1.
Ranged attack power increased by $s2."
446233,,Grants a small chance when ranged or melee damage is dealt to infuse the wielder with a blessing of the Serpent. Ranged and melee attack power increased by $446231s1 for $446231d1.,
446236,,,
446237,,,
446238,,,
446239,,,
446240,,"Gain an enchanted sigil of Living Dreams, empowering you to deal up to $s1 increased damage and healing with spells, and increasing attack power by $s2 for $d. This can only be applied outside of combat.","Empowered by Living Dreams. Dealing up to $s1 increased damage and healing with spells, and increasing attack power by $s2."
446243,,,
446244,,,
446256,,Increases spell power by $s1. Successful spell hits have a chance to unleash a Shadow Bolt on the target. Only one type of Atal'ai potion may be active at any given time. This has no effect outside of Sunken Temple.,Spell power increased by $s1. Chance on successful spell hit to cast a Shadow Bolt on the target.
446258,,"Sends a shadowy bolt at the enemy, causing $s1 Shadow damage.",
446265,,$@spelldesc445575,
446267,,,
446269,,,
446270,,"Acid rain falls from above, inflicting $s1 Nature damage to players struck.",
446274,,,"Movement speed reduced by $s1%.

Feeling sleepy..."
446275,,,
446278,,+$s1 Attack Power when fighting Dragonkin.,
446282,,"+$s1 Attack Power in Cat, Bear, and Dire Bear forms only.",
446286,,,Melee and ranged damage increased by $s1.
446287,Summon,,"Increased aggression, but taking additional damage."
446288,,,The moon goddess smiles upon you.
446289,,"Increases your melee and ranged damage by 20 for $d. Every time you hit a target, this bonus is reduced by 1.",
446292,,,"Demoralized.
Demoralizing nearby allies."
446294,,,Inflicts nature damage to enemies.
446295,,,Inflicts magical damage to enemies.
446296,,,Hard sleep.
446297,,"Increases your spell damage by up to 96 and your healing by up to 192 for $d. Every time you cast a spell, the bonus is reduced by 8 spell damage and 16 healing.",
446298,,,The deafening roar tears open new rifts.
446299,,,Impossibly impairable improvisation.
446301,,,Scheming dreams of others.
446303,,,
446305,,,"Spell damage increased by up to $s1.
Healing increased by up to $s2."
446310,,"Increases your armor by 1000 and defense skill by 20 for $d. Every time you take melee or ranged damage, this bonus is reduced by 100 armor and 2 defense.",
446311,,,Movement speed increased by $s1%
446313,,,"Armor increased by $s1.
Defense increased by $s2."
446314,,,
446317,,Steals $s1 life from target enemy.,
446319,,Deals elemental damage.,Elemental damage inflicted.
446322,,Reduces the threat you generate by $s1% for $d.,Threat generation reduced by $s1%.
446327,,Increases damage done by $s1 and attack speed by $s2% for $d.,Increased melee damage and attack speed.
446335,,"Inspired by the Mojo of War, your size is increased and your Strength goes up by $s1 to match your new size.  Lasts $d.","Increases Strength by $s1 as well as increasing your size. Feel da voodoo, mon!"
446336,,"Increases melee and ranged attack power by $s1. Chance on melee or ranged attack to grow in size, increasing Strength or Agility (whichever is higher) by $446335s1 for $446335d. Only one type of Atal'ai potion may be active at any given time. This has no effect outside of Sunken Temple.",Attack power increased by $s1. Chance on successful melee hit to trigger Voodoo Frenzy.
446338,,"Strikes an enemy with a lightning bolt that arcs to another nearby enemy. The spell affects up to $x1 targets, inflicting greater Nature damage to each successive target.",
446339,,"Casts an Atal'ai Totem, which lasts $d. and periodically summons an Atal'ai Skeleton. Each Skeleton lasts $12504d.",
446348,,,
446354,,"Inflicts $s2 damage to an enemy, stunning it for $d.",Stunned.
446355,,,
446356,,Increases the caster's chance to block by $s1% for $d.,Chance to block increased by $s1%.
446357,,,
446358,,,
446360,,Summons Hukku's demonic minions to aid him in battle. The minions last until dismissed.,
446361,,"Hurls a bolt of dark magic at an enemy, inflicting Shadow damage.",
446362,,Increases the Physical damage taken by an enemy by $s1 for $d.,Physical damage taken is increased by $s1.
446363,,Combine with 4 other pieces to rebuild Iodax.,
446364,,Reduces all attributes of nearby enemies by $s1 for $d.,All attributes reduced by $s1.
446367,,,
446369,,"Charges an enemy, inflicting normal damage plus $s3 and stuns the opponent for $d.",
446372,,,
446373,,,Stunned.
446374,,,
446376,,,
446382,,"Channels the power of the Void, granting immunity to Fear for $d.",Immune to Fear.
446383,,,
446384,,Combine the Ace through Eight of Dunes to complete the set.,
446385,,Combine the Ace through Eight of Nightmares to complete the set.,
446386,,Combine the Ace through Eight of Plagues to complete the set.,
446387,,Combine the Ace through Eight of Wilds to complete the set.,
446388,,Targets passed through take $s1 Nature damage.,
446389,,"Chance on spells and attacks to summon a sandstorm that circles you, dealing $449288s1 Nature damage to targets it passes through.",
446390,,"Gives the wearer a chance on attack and spell cast to Torment their target, causing them to wander in suffering for $446391d.",
446391,,Wandering aimlessly for $d.,Tormented.
446392,,"Spells and attacks sometimes leech $446393s1 health from the target, and apply a stack of Decay. When decay reaches 5 stacks, the target takes $446810s1 damage.",
446393,,,"Decaying. At 5 stacks, all stacks are consumed, and $446810s1 shadow damage is dealt."
446394,,"Restore $446785s1 Energy, $446786s1% Mana, or $446783s1 Rage.","Restore $446785s1 Energy, $446786s1% Mana, or $446783s1 Rage."
446395,,"Chance on direct healing spell, and on effective healing over time ticks to restore $446785s1 Energy, $446786s1% Mana, or $/10;446783s1 Rage to the target.",
446396,,"Increases healing done by $s1, mana regeneration by $s2 mana per 5 sec, and your heals have a chance to restore $446785s1 Energy, $446786s1% Mana, or $/10;446783s1 Rage. Only one Atal'ai potion can be active at any time. This has no effect outside of Sunken Temple.",Healing Done increased by $s1. Regenerate 11 mana every 5 sec. Chance on successful heal to restore your target's primary resource.
446397,,"Rainbow power!
",Rainbow power!
446398,,Focus.,Focus.
446410,,,
446420,,,
446444,,,
446448,,,"Cast out what rots away the body, and that which corrupts the spirit."
446450,,+$s1 Attack Power.,
446451,,Permanently adds 15 attack power to a shoulder slot item.,
446454,,Use 4 leycrysts to attune with Azeroth and learn a new ability.,
446456,,Disguise yourself as a haggard Dark Iron Dwarf. Suspicious activity will break the disguise.,"Disguised as a hardworking dwarf. 
The costume is already falling apart."
446458,,Increases damage and healing done by magical spells and effects by up to $s1.,
446459,,Permanently adds to a shoulder slot item increased damage and healing done by magical spells and effects by 9.,
446460,,,You have cast out what rots away the body.
446461,,,You have cast out what corrupts the spirit.
446466,,,A finishing touch to a Dark Iron Dwarf disguise.
446467,,,Your duty is fulfilled.
446468,,,$s1 Nature damage every $t1 seconds.
446470,,Increases healing done by spells and effects by up to $s1.,
446472,,Permanently adds to a shoulder slot item increased healing done by spells and effects up to 18.,
446487,,Inflicts $s2 Nature damage and an additional $s1 damage every $t1 sec. to enemies in a cone in front of the caster. Lasts $d.,$s1 Nature damage every $t1 seconds.
446489,,"Inflicts $s1 damage on enemies in a cone behind the caster, knocking them back.",
446504,,Blasts open difficult locked doors.,
446506,,,All damage taken increased by $s1%.
446509,,Present as an offering at the Shrine of the Beast.,
446515,,,
446516,,,
446517,,,
446518,,Damaging spells have a chance to increase your spell casting speed by $s1% for $446528d.  This has no effect outside of areas under the influence of the Nightmare.,
446528,,Echoes from the void drive you to madness. Increasing your spell casting speed by $s1%.  This has no effect outside of areas under the influence of the Nightmare.,Casting speed increased.
446536,,,
446541,,Echoes from the void drive you to insanity. Increasing your healing by up to $s1.  This has no effect outside of areas under the influence of the Nightmare.,Healing power increased.
446545,,Healing spells have a chance to increase your healing by up to $s1 for $446541d.  This has no effect outside of areas under the influence of the Nightmare.,
446552,,,
446553,,,
446555,,,
446556,,,
446558,,,
446559,,,
446562,,,
446563,,,
446564,,,
446565,,,
446566,,,
446567,,,
446570,,Damaging spells have a chance to increase your spell damage by $446572s1 and chance to dodge by $446572s2% for $446572d.  This has no effect outside of areas under the influence of the Nightmare.,
446572,,Echoes from the void corrupt your thoughts. Increasing your spell damage by $446572s1 and chance to dodge by $446572s2%.  This has no effect outside of areas under the influence of the Nightmare.,Spell damage and dodge chance increased.
446573,,Dazes an enemy.,"Enfeebled.
Periodically suffering speed reductions and loss of control."
446577,,"Your melee attacks have a chance to unleash echoes from the void, instilling you with a deep sense of dread. Increasing your attack speed by $446577s1% and attack power by $446577s2.  This has no effect outside of areas under the influence of the Nightmare.",Attack speed and attack power increased.
446578,,,Missing some armor...
446579,,Melee attacks have a chance to increase your attack speed by $446577s1% and attack power by $446577s2 for $446577d.  This has no effect outside of areas under the influence of the Nightmare.,Attack speed and attack power increased.
446580,,Allows the shaman to see elemental spirits.,Detect elemental spirits.
446581,,Allows the shaman to see elemental spirits.,Detect elemental spirits.
446582,,Allows the shaman to see elemental spirits.,Detect elemental spirits.
446586,Rank 1,You attack all nearby enemies for $d causing weapon damage plus an additional $9633s1 every $t1 sec.,Attacking all nearby enemies for weapon damage + $9633s1.
446591,,,
446592,,Melee attacks and harmful spells have a chance to increase spell damage by up to $446597s1 for $446597d.  This has no effect outside of areas under the influence of the Nightmare.,Spell power increased.
446593,,,
446594,,,
446595,,,
446596,,,
446597,,"Your melee attacks and harmful spells have a chance to unleash echoes from the void, instilling you with fear. Increasing your spell damage by $446597s1.  This has no effect outside of areas under the influence of the Nightmare.",Spell power increased.
446601,,,
446603,,,
446604,,,
446605,,,
446606,,,
446607,,,
446609,,,
446610,,,
446611,,,
446612,,,
446613,,,
446618,,Melee and ranged attacks have a chance to increase your attack power by $s2.  This has no effect outside of areas under the influence of the Nightmare.,Attack power increased.
446620,,Melee and ranged attacks have a chance to increase your attack power by $446618s2 for $446618d.  This has no effect outside of areas under the influence of the Nightmare.,Attack power increased.
446621,,,
446622,,,
446623,,,
446624,,,
446625,,,
446627,,,
446628,,Melee attacks have a chance to increase your attack power by $446630s1 and chance to dodge by $446630s2%.  This has no effect outside of areas under the influence of the Nightmare.,
446630,,Melee attacks have a chance to increase your attack power by $446572s1 and chance to dodge by $446572s2%.  This has no effect outside of areas under the influence of the Nightmare.,Attack power and dodge chance increased.
446631,,Reach into your coin purse and throw a handful of currency at your foes.,Pelted in the face with a handful of coins.
446637,,Cleans your weapon. Removing all temporary enchants. Good as new!,
446639,,,Parched and suffering.
